,imdb_title_id,title,original_title,year,date_published,genre,country,avg_vote,votes,budget,usa_gross_income,metascore,reviews_from_users,reviews_from_critics
78241,tt0081646,Touched by Love,Touched by Love,1980,10/31/1980,Drama,USA,7.1,367,,,,15.0,4.0
78242,tt2848324,Touched with Fire,Touched with Fire,2015,5/10/2017,"Drama, Romance",USA,6.2,2266,,"$146,487 ",62.0,23.0,46.0
78244,tt2364949,Touchy Feely,Touchy Feely,2013,5/16/2014,"Comedy, Drama",USA,5.3,3500,,"$36,128 ",55.0,11.0,64.0
78245,tt0096291,Tougher Than Leather,Tougher Than Leather,1988,9/16/1988,"Crime, Drama, Music",USA,4.8,306,,"$3,582,760 ",,10.0,7.0
78246,tt0111464,Toughguy,Toughguy,1995,1/13/1995,"Horror, Mystery, Thriller",USA,3.3,469,,,,10.0,7.0
78287,tt0120361,Townies,Townies,1999,11/8/1999,"Comedy, Horror",USA,4.1,147,,,,9.0,14.0
78292,tt1993396,Toxin,Toxin,2015,1/30/2015,"Drama, Horror, Sci-Fi",USA,2.7,1011,,,,24.0,6.0
78294,tt3530896,ToY,ToY,2016,2016,"Drama, Romance",USA,5.4,435,,,,3.0,1.0
78295,tt1186370,Toy boy - Un ragazzo in vendita,Spread,2009,7/8/2009,"Comedy, Drama, Romance",USA,5.8,37922,,"$250,618 ",43.0,71.0,66.0
78306,tt0153225,Toys Are Not for Children,Toys Are Not for Children,1972,6/1/1972,Drama,USA,6.1,333,,,,8.0,19.0
78317,tt0036641,Tra due mondi,Between Two Worlds,1944,5/20/1944,"Mystery, Drama, Fantasy",USA,7.2,1717,,,,67.0,10.0
78319,tt0116976,Tra le braccia del nemico,Man of Her Dreams,1997,11/18/1997,"Drama, Thriller",USA,5.0,170,,,,6.0,
78321,tt0034886,Tra le nevi sarò tua,Iceland,1942,1/28/1943,"Comedy, Music, Romance",USA,5.9,155,,,,10.0,6.0
78326,tt0042242,Tra mezzanotte e l'alba,Between Midnight and Dawn,1950,10/1/1950,"Crime, Drama, Film-Noir",USA,6.6,410,,,,17.0,9.0
78327,tt0040646,Tra moglie e marito,No Minor Vices,1948,11/12/1948,Comedy,USA,5.8,190,,,,7.0,1.0
78328,tt0057688,Tra moglie e marito,Wives and Lovers,1963,10/4/1963,"Comedy, Romance",USA,6.0,211,,,,5.0,
78329,tt0073695,Tra squali tigre e desperados,Sharks' Treasure,1975,4/18/1975,"Action, Adventure",USA,4.7,278,,"$2,000,000 ",,13.0,10.0
78343,tt0105631,Tracce di rosso,Traces of Red,1992,5/28/1993,"Crime, Drama, Mystery",USA,5.2,1477,,"$3,206,714 ",,9.0,11.0
78345,tt3733618,Trace,Trace,2015,10/27/2015,Horror,USA,3.6,412,,,,14.0,7.0
78349,tt0075343,Track of the Moon Beast,Track of the Moon Beast,1976,6/1/1976,"Horror, Sci-Fi",USA,2.3,3277,,,,76.0,31.0
78351,tt0310243,Tracks,Tracks,2005,5/7/2008,"Drama, Crime",USA,5.0,266,,,,7.0,4.0
78353,tt0075345,Tracks - Lunghi binari della follia,Tracks,1976,4/1/1977,Drama,USA,6.4,436,,,,13.0,14.0
78354,tt5750534,Tracktown,Tracktown,2016,5/12/2017,"Drama, Sport",USA,5.5,382,,,64.0,10.0,22.0
78355,tt0081268,Tracy e il signore del piano di sopra,"Oh, God! Book II",1980,10/3/1980,"Comedy, Fantasy",USA,5.3,2079,,"$14,504,277 ",35.0,21.0,6.0
78358,tt5255524,Traded,Traded,2016,6/10/2016,"Action, Western",USA,5.1,2630,,,,65.0,23.0
78360,tt0070823,Trader horn il cacciatore bianco,Trader Horn,1973,6/1/1973,"Adventure, Romance, War",USA,4.3,110,,,,9.0,
78364,tt0063748,Tradimento,Uptight,1968,12/28/1968,"Drama, Thriller",USA,7.3,549,,,,12.0,13.0
78366,tt6339230,Tradimento mortale,Deadly Expose,2017,10/17/2017,Thriller,USA,3.3,171,,,,4.0,2.0
78367,tt0094172,Trading Hearts,Trading Hearts,1988,5/27/1988,Comedy,USA,5.3,123,,,,1.0,
78371,tt0019824,Trafalgar,The Divine Lady,1928,12/26/1928,"Drama, History, Romance",USA,6.2,651,,,,16.0,8.0
78379,tt0108253,Trafficanti di morte,Sunset Grill,1993,3/3/1993,Thriller,USA,4.8,371,,,,8.0,6.0
78382,tt1720621,Trafficked,Trafficked,2017,3/2/2020,"Drama, Thriller",USA,5.7,1136,,"$19,698 ",38.0,33.0,6.0
78388,tt0033821,Tragedia ai tropici,Law of the Tropics,1941,10/4/1941,"Drama, Romance",USA,5.8,101,,,,5.0,2.0
78390,tt3859272,Tragedy Girls,Tragedy Girls,2017,10/20/2017,"Comedy, Crime, Horror",USA,6.0,8245,,"$61,899 ",58.0,63.0,98.0
78395,tt0120424,Tragico errore,Under Oath,1997,9/16/1997,"Action, Thriller",USA,5.7,109,,,,6.0,2.0
78400,tt1233579,Trail of Crumbs,Trail of Crumbs,2008,8/12/2010,Drama,USA,6.5,204,,,,,3.0
78401,tt0043061,Trail of Robin Hood,Trail of Robin Hood,1950,12/15/1950,"Musical, Western",USA,6.1,199,,,,7.0,5.0
78402,tt0486665,Trail of the Screaming Forehead,Trail of the Screaming Forehead,2007,6/8/2007,"Comedy, Sci-Fi",USA,6.0,711,,,,12.0,15.0
78407,tt1998367,Trailer Park Jesus,Trailer Park Jesus,2012,3/30/2012,"Comedy, Romance",USA,6.6,451,,,,27.0,3.0
78409,tt0413390,Trailer Town,Trailer Town,2003,3/9/2003,"Comedy, Drama",USA,6.6,147,,,,5.0,4.0
78410,tt1015474,Train,Train,2008,5/2/2009,"Horror, Thriller",USA,4.7,5877,,,,58.0,35.0
78414,tt0161003,Train Ride,Train Ride,2000,2000,Drama,USA,4.1,233,,,,41.0,10.0
78418,tt0129438,Trained to Kill,Trained to Kill,1989,2/2/1990,Action,USA,5.1,117,,,,3.0,4.0
78419,tt1769383,Training d'amore,A Big Love Story,2012,4/29/2012,"Comedy, Romance",USA,6.3,431,,,,2.0,9.0
78423,tt0783601,Trainwreck: My Life as an Idiot,Trainwreck: My Life as an Idiot,2007,9/9/2008,"Comedy, Drama",USA,5.5,2674,,,,9.0,6.0
78433,tt0031210,Tramonto,Dark Victory,1939,10/5/1946,"Drama, Romance",USA,7.5,9746,,,,91.0,55.0
78436,tt0049667,Tramonto di fuoco,Red Sundown,1956,3/1/1956,"Action, Drama, Romance",USA,6.5,526,,,,14.0,8.0
78438,tt0060801,Tramonto di un idolo,The Oscar,1966,7/8/1966,Drama,USA,5.3,1010,,,,57.0,25.0
78447,tt0087805,Trancers,Ninja III: The Domination,1984,9/14/1984,"Action, Fantasy, Thriller",USA,5.4,3835,,"$7,610,785 ",25.0,53.0,82.0
78449,tt0103116,Trancers II,Trancers II,1991,5/1/1991,"Action, Horror, Sci-Fi",USA,5.4,1787,,,,25.0,35.0
78453,tt0169333,Trans,Trans,1998,9/11/1998,"Crime, Drama",USA,6.1,402,,"$9,623 ",,15.0,5.0
78455,tt1773792,Transatlantic Coffee,Transatlantic Coffee,2012,1/6/2013,"Comedy, Drama, Romance",USA,6.6,404,,,,35.0,68.0
78456,tt0025905,Transatlantic Merry-Go-Round,Transatlantic Merry-Go-Round,1934,11/2/1934,"Comedy, Musical, Mystery",USA,6.1,146,,,,11.0,2.0
78457,tt0022500,Transatlantico,Transatlantic,1931,8/30/1931,"Comedy, Drama",USA,6.6,162,,,,9.0,4.0
78467,tt0086980,Transformer,Blood Suckers from Outer Space,1984,10/1/1984,"Comedy, Horror, Sci-Fi",USA,4.8,492,,,,15.0,14.0
78473,tt0022501,Transgression,Transgression,1931,6/27/1931,Drama,USA,5.8,248,,,,8.0,4.0
78480,tt4687464,Transpecos,Transpecos,2016,9/9/2016,Thriller,USA,5.8,2471,,,73.0,26.0,6.0
78487,tt0100811,Transylvania Twist,Transylvania Twist,1989,10/1/1989,"Comedy, Fantasy, Horror",USA,5.3,500,,,,15.0,7.0
78492,tt0041983,Trapped,Trapped,1949,10/1/1949,"Crime, Drama, Film-Noir",USA,6.3,978,,,,27.0,26.0
78498,tt0143952,Trapped Alive,Trapped Alive,1988,12/23/1988,"Drama, Horror, Thriller",USA,4.5,310,,,,8.0,18.0
78500,tt0040896,Trapped by Boston Blackie,Trapped by Boston Blackie,1948,5/13/1948,"Crime, Drama, Mystery",USA,6.5,260,,,,14.0,6.0
78501,tt0028405,Trapped by Television,Trapped by Television,1936,6/15/1936,"Comedy, Crime, Drama",USA,5.5,241,,,,16.0,8.0
78504,tt0102271,Trappola d'acciaio,The Last Hour,1991,5/25/1991,"Action, Crime, Drama",USA,4.6,147,,,,4.0,5.0
78506,tt0020114,Trappola d'amore,The Love Trap,1929,8/4/1929,Comedy,USA,6.5,169,,,,13.0,2.0
78513,tt0083806,Trappola mortale,Deathtrap,1982,5/14/1987,"Comedy, Crime, Mystery",USA,7.0,11707,,"$19,282,134 ",54.0,60.0,53.0
78514,tt0218641,Trappola negli abissi,Submerged,2000,1/10/2001,Action,USA,3.0,608,,,,16.0,5.0
78516,tt0111431,Trappola nella notte,Till the End of the Night,1995,5/9/1995,Drama,USA,3.7,111,,,,1.0,1.0
78517,tt0119088,Trappola per il presidente,Executive Target,1997,10/16/1997,"Action, Adventure, Crime",USA,4.6,992,,,,18.0,7.0
78520,tt0055134,Trappola per uomini,Man-Trap,1961,9/20/1961,"Crime, Drama, Thriller",USA,6.0,165,,,,8.0,9.0
78527,tt5076792,Trash Fire,Trash Fire,2016,11/3/2016,"Comedy, Drama, Horror",USA,5.8,2813,,,42.0,34.0,43.0
78538,tt9625664,Trauma Center,Trauma Center,2019,12/6/2019,"Action, Thriller",USA,4.6,5367,,,,256.0,24.0
78540,tt8168966,Trauma Therapy,Trauma Therapy,2019,10/10/2019,Thriller,USA,3.7,242,,,,96.0,2.0
78551,tt1801123,Travelling Salesman,Travelling Salesman,2012,6/16/2012,"Drama, Mystery, Sci-Fi",USA,5.8,1217,,,,24.0,4.0
78558,tt0425558,Tre,Tre,2006,4/1/2006,"Drama, Romance",USA,4.7,177,,"$4,759 ",,,10.0
78561,tt0047508,Tre americani a Parigi,So This Is Paris,1954,12/15/1954,"Comedy, Musical, Romance",USA,6.2,240,,,,3.0,1.0
78571,tt0056470,Tre contro tutti,Sergeants 3,1962,2/10/1962,"Comedy, Western",USA,6.0,1070,,,,30.0,6.0
78577,tt0057999,Tre donne per uno scapolo,Dear Heart,1964,4/16/1965,"Comedy, Family",USA,7.2,1236,,,,43.0,10.0
78581,tt0063693,Tre femmine in soffitta,Three in the Attic,1968,12/20/1968,"Comedy, Drama",USA,5.6,377,,,,14.0,13.0
78582,tt0039266,Tre figli in gamba,Christmas Eve,1947,10/31/1947,"Comedy, Drama",USA,5.9,476,,,,17.0,6.0
78585,tt0037414,Tre giorni di gloria,Uncertain Glory,1944,4/22/1944,"Crime, Drama, Romance",USA,7.1,1119,,,,24.0,11.0
78589,tt0023589,Tre maniere d'amare,Three Wise Girls,1932,2/9/1932,"Comedy, Drama, Romance",USA,6.6,529,,,,19.0,13.0
78591,tt0087132,Tre matti in un collegio femminile,Delinquent School Girls,1975,3/1/1975,"Comedy, Drama",USA,5.2,274,,,,12.0,15.0
78600,tt0031060,Tre pazzi a zonzo,At the Circus,1939,3/25/1949,"Comedy, Musical",USA,6.9,5449,,,,58.0,26.0
78602,tt0112255,Tre piccole pesti,3 Ninjas: Knuckle Up,1993,4/7/1995,"Action, Comedy, Family",USA,4.3,5254,,"$413,479 ",39.0,29.0,2.0
78605,tt0045822,Tre ragazze di Broadway,Give a Girl a Break,1953,12/3/1953,"Comedy, Musical, Romance",USA,6.3,585,,,,20.0,6.0
78606,tt0035307,Tre ragazze e un caporale,Seven Days' Leave,1942,11/13/1942,"Comedy, Musical, Romance",USA,5.9,288,,,,9.0,3.0
78612,tt0098966,Tre scapoli e una bimba,3 Men and a Little Lady,1990,11/21/1990,"Comedy, Drama, Family",USA,5.5,22266,,"$71,609,321 ",51.0,51.0,16.0
78613,tt0043045,Tre segreti,Three Secrets,1950,10/17/1951,Drama,USA,6.9,434,,"$1,400,000 ",,8.0,5.0
78614,tt0034379,Tre settimane d'amore,Week-End in Havana,1941,10/17/1941,"Comedy, Musical, Romance",USA,6.6,552,,,,16.0,9.0
78617,tt0047580,Tre soldi nella fontana,Three Coins in the Fountain,1954,5/1/1954,"Drama, Romance",USA,6.3,3042,,,,49.0,21.0
78619,tt0028398,Tre strani amici,Tough Guy,1936,1/24/1936,"Action, Crime, Drama",USA,6.1,161,,,,9.0,1.0
78631,tt1238304,"Tre, numero perfetto",Table for Three,2009,6/23/2009,"Comedy, Romance",USA,5.4,2969,,,,11.0,7.0
78632,tt8515802,Treacherous,Treacherous,2018,10/12/2018,Thriller,USA,5.0,104,,,,3.0,1.0
78635,tt0287045,Treading Water,Treading Water,2001,6/15/2001,Drama,USA,5.6,401,,,,9.0,3.0
78637,tt3809960,Treasure Hunter: Legend of the White Witch,Treasure Hunter: Legend of the White Witch,2018,12/14/2018,"Action, Adventure, Horror",USA,2.7,263,,,,16.0,3.0
78638,tt0181868,Treasure Island,Treasure Island,1999,1/24/1999,Drama,USA,4.8,151,,,,5.0,16.0
78639,tt0280371,Treasure Island,Treasure Island,1973,12/31/1973,"Animation, Adventure, Comedy",USA,6.1,124,,,,2.0,1.0
78641,tt0181077,Treasure of Tayopa,Treasure of Tayopa,1974,3/27/1974,Adventure,USA,3.0,102,,,,9.0,5.0
78649,tt0165994,Treehouse Hostage,Treehouse Hostage,1999,9/24/1999,"Adventure, Comedy, Crime",USA,5.5,571,,,,7.0,3.0
78675,tt0350232,Trespassing,Trespassing,2004,10/22/2004,"Horror, Thriller",USA,4.0,1480,,"$8,747 ",,32.0,12.0
78681,tt0163862,T-Rex: Back to the Cretaceous,T-Rex: Back to the Cretaceous,1998,10/23/1998,"Adventure, Family, Fantasy",USA,4.7,697,,"$53,354,743 ",,31.0,13.0
78707,tt3263946,Trial by Fire,Trial by Fire,2018,5/17/2019,"Biography, Drama",USA,6.9,3068,,"$148,504 ",51.0,43.0,34.0
78710,tt0097593,Triangolo d'acciaio,The Iron Triangle,1989,1/24/1989,"Drama, War",USA,5.8,432,,,,13.0,6.0
78711,tt0108569,Triangolo di fuoco,Wilder Napalm,1993,8/20/1993,"Comedy, Fantasy",USA,5.6,1482,,"$84,859 ",,20.0,10.0
78714,tt0105639,Tribulation 99: Alien Anomalies Under America,Tribulation 99: Alien Anomalies Under America,1992,11/27/1992,"Comedy, Sci-Fi",USA,6.6,291,,,,6.0,14.0
78719,tt0070833,Trick Baby,Trick Baby,1972,11/16/1973,"Action, Crime, Drama",USA,6.8,425,,"$621,896 ",,13.0,13.0
78725,tt1130765,Tricks.,Tricks.,2007,10/12/2007,"Comedy, Drama",USA,6.9,116,,,,1.0,
78727,tt7830428,Trico Tri Happy Halloween,Trico Tri Happy Halloween,2018,9/28/2018,Family,USA,3.7,201,,,,7.0,1.0
78733,tt0111492,Trigger Fast,Trigger Fast,1994,7/6/1994,Western,USA,2.5,633,,,,1.0,
78734,tt0038764,Trigger il cavallo prodigio,My Pal Trigger,1946,7/10/1946,Western,USA,6.5,448,,,,16.0,3.0
78737,tt0043069,"Trigger, Jr.","Trigger, Jr.",1950,6/30/1950,Western,USA,6.5,160,,,,6.0,6.0
78743,tt0165996,Trilogy,Trilogy,1969,11/6/1969,"Drama, Romance",USA,6.1,124,,,,5.0,6.0
78744,tt0478305,Triloquist,Triloquist,2008,3/7/2008,"Comedy, Horror",USA,4.0,835,,,,20.0,23.0
78757,tt0033092,Trionfo d'amore,Sporting Blood,1940,7/12/1940,Drama,USA,6.1,111,,,,3.0,3.0
78761,tt0103121,Triple Bogey on a Par Five Hole,Triple Bogey on a Par Five Hole,1991,1/7/1993,"Comedy, Crime",USA,5.5,102,,,,3.0,
78764,tt1488606,Triple Frontier,Triple Frontier,2019,3/13/2019,"Action, Adventure, Crime",USA,6.4,101968,,,61.0,930.0,137.0
78767,tt0043071,Triple Trouble,Triple Trouble,1950,8/13/1950,"Action, Comedy, Crime",USA,6.2,240,,,,7.0,1.0
78777,tt0100817,Tripwire: sul filo del rasoio,Tripwire,1989,12/1/1989,"Action, Drama, Thriller",USA,5.1,202,,,,4.0,2.0
78792,tt0162711,Trixie,Trixie,2000,6/29/2001,"Comedy, Crime, Mystery",USA,5.1,1477,,"$295,683 ",26.0,35.0,38.0
78806,tt8498198,Trolled,Trolled,2018,9/18/2018,"Animation, Adventure, Comedy",USA,1.8,101,,,,8.0,
78808,tt4602074,Trolling,Trolling,2017,4/6/2017,Comedy,USA,4.1,277,,,,18.0,1.0
78820,tt3765892,Trophy Heads,Trophy Heads,2014,6/4/2014,Horror,USA,4.8,283,,,,5.0,13.0
78823,tt0089302,Tropicana Cabana Hotel,Hot Chili,1985,8/1/1985,Comedy,USA,4.2,341,,,,7.0,8.0
78825,tt0066494,Tropico del Cancro,Tropic of Cancer,1970,2/27/1970,"Biography, Drama",USA,5.6,508,,,,6.0,27.0
78828,tt0023984,Troppa armonia,Emergency Call,1933,5/26/1933,"Action, Crime, Drama",USA,6.0,141,,,,7.0,6.0
78830,tt0033174,Troppi mariti,Too Many Husbands,1940,3/21/1940,"Comedy, Romance",USA,6.5,1275,,,,28.0,17.0
78840,tt0071295,Troppo nude per vivere,The Centerfold Girls,1974,1975,Thriller,USA,5.6,615,,,,18.0,27.0
78841,tt0160182,Troppo pazze... poco serie,Desperate But Not Serious,2000,10/31/2000,Comedy,USA,4.1,331,,,,16.0,8.0
78842,tt0101448,Troppo sole sulla spiaggia (1991),Bikini Island,1991,7/26/1991,"Horror, Mystery, Thriller",USA,3.9,487,,,,5.0,7.0
78843,tt2394063,Troppo tardi,Too Late,2015,4/1/2016,"Drama, Mystery, Thriller",USA,6.7,3011,,"$60,438 ",54.0,29.0,52.0
78847,tt5689632,Trouble,Trouble,2017,12/20/2018,"Comedy, Drama",USA,4.5,235,,,60.0,3.0,12.0
78849,tt0040905,Trouble Makers,Trouble Makers,1948,1/2/1949,"Comedy, Crime, Drama",USA,6.6,224,,,,12.0,
78850,tt0120379,Trouble on the Corner,Trouble on the Corner,1997,10/9/1997,"Comedy, Crime, Drama",USA,5.2,140,,,,4.0,3.0
78854,tt0032176,Trovarsi ancora,'Til We Meet Again,1940,4/20/1940,"Drama, Romance",USA,6.8,536,,,,22.0,1.0
78857,tt3373410,Troy: The Resurrection of Aeneas,Troy: The Resurrection of Aeneas,2018,5/11/2018,"Animation, Action, Adventure",USA,1.1,117,,,,12.0,
78859,tt1056441,Tru Loved,Tru Loved,2008,2/28/2008,"Comedy, Drama, Romance",USA,5.4,877,,"$9,467 ",,9.0,28.0
78861,tt0395795,Truce,Truce,2005,4/21/2005,"Drama, Western",USA,5.8,123,,,,5.0,
78865,tt0260440,Truckin' Man,Truckin' Man,1975,5/1/1975,"Action, Drama",USA,2.6,167,,,,8.0,6.0
78866,tt1023346,True Adolescents,True Adolescents,2009,7/29/2011,"Comedy, Drama",USA,6.1,685,,,57.0,9.0,14.0
78868,tt0098525,True Blood,True Blood,1989,4/28/1989,"Action, Drama",USA,5.5,418,,,,9.0,2.0
78869,tt1982882,True Bloodthirst,True Bloodthirst,2012,7/14/2012,"Action, Horror, Sci-Fi",USA,4.1,1528,,,,26.0,9.0
78870,tt0267989,True blue - L'anello mancante,True Blue,2001,11/29/2001,"Crime, Drama, Thriller",USA,5.2,694,,,,20.0,7.0
78873,tt0139669,True Friends,True Friends,1998,1/30/1998,Drama,USA,5.6,176,,"$12,231 ",,8.0,3.0
78874,tt0120381,True Heart,True Heart,1997,2/17/1999,"Adventure, Drama, Family",USA,5.1,927,,,,15.0,1.0
78878,tt0098528,True Love,True Love,1989,9/15/1989,"Comedy, Romance",USA,6.0,675,,"$1,354,268 ",,7.0,7.0
78882,tt1127897,True Nature,True Nature,2010,2010,Thriller,USA,5.3,355,,,,9.0,7.0
78884,tt0092117,True Stories,True Stories,1986,3/10/1987,"Musical, Comedy",USA,7.2,5576,,"$2,545,142 ",67.0,57.0,36.0
78885,tt2273657,True Story,True Story,2015,4/17/2015,"Crime, Drama, Mystery",USA,6.3,61759,,"$4,719,695 ",50.0,149.0,179.0
78886,tt5116504,True to the Game,True to the Game,2017,9/8/2017,"Crime, Thriller",USA,5.2,597,,"$1,231,040 ",,17.0,1.0
78887,tt0021492,True to the Navy,True to the Navy,1930,5/25/1930,"Action, Comedy, Romance",USA,6.7,103,,,,7.0,3.0
78889,tt0229792,True Vinyl,True Vinyl,2004,12/29/2004,"Drama, Romance, Music",USA,5.6,114,,,,6.0,
78899,tt3969208,Trust Fund,Trust Fund,2016,7/18/2017,Drama,USA,5.1,156,,"$36,885 ",,4.0,3.0
78900,tt2421416,Trust Me,Trust Me,2013,6/6/2014,"Comedy, Drama",USA,6.1,3220,,,51.0,28.0,30.0
78902,tt2459920,Truth,Truth,2013,2/11/2014,"Drama, Romance, Thriller",USA,5.1,584,,,23.0,7.0,6.0
78904,tt1179078,Truth Hall,Truth Hall,2008,2/15/2008,Drama,USA,4.8,100,,,,1.0,
78906,tt2762738,Truth or Dare,Truth or Dare,2013,9/1/2013,"Horror, Thriller",USA,4.5,629,,,,58.0,30.0
78913,tt0111506,Tryst,Tryst,1994,5/1/1994,"Romance, Thriller",USA,4.6,155,,,,5.0,3.0
78914,tt0451248,Tryst,Tryst,2005,9/11/2007,"Drama, Thriller",USA,4.1,125,,,,6.0,
78949,tt0076941,Tu accendi la mia vita,You Light Up My Life,1977,4/19/1978,"Drama, Music, Romance",USA,4.7,565,,,,21.0,9.0
78957,tt0034407,Tu m'appartieni,You Belong to Me,1941,10/22/1941,"Comedy, Romance",USA,6.0,611,,,,19.0,2.0
78964,tt0041473,Tu partirai con me,Holiday Affair,1949,1/30/1951,"Comedy, Drama, Romance",USA,7.2,4145,,,,73.0,22.0
78967,tt0047688,Tu sei il mio destino,Young at Heart,1954,12/1/1954,"Drama, Musical, Romance",USA,6.8,2195,,,,47.0,21.0
78976,tt0035993,Tua per sempre,Hers to Hold,1943,7/16/1943,"Drama, Musical",USA,6.5,169,,,,6.0,2.0
78992,tt0103262,Tuffo nel buio,Wild Hearts Can't Be Broken,1991,5/24/1991,"Drama, Family, Romance",USA,7.2,4707,,"$7,294,835 ",,36.0,12.0
78993,tt0033187,Tugboat Annie Sails Again,Tugboat Annie Sails Again,1940,10/26/1940,"Adventure, Comedy, Drama",USA,5.7,190,,,,4.0,2.0
79009,tt0212604,Tully,Tully,2000,4/14/2000,Drama,USA,7.2,1850,,"$466,664 ",73.0,44.0,25.0
79023,tt2732210,Tumbledown,Tumbledown,2013,9/27/2013,"Drama, Mystery, Romance",USA,4.2,182,,,,2.0,4.0
79048,tt0017765,Tuo per sempre,College,1927,11/1/1927,"Comedy, Drama, Sport",USA,7.1,4268,,,,37.0,52.0
79050,tt0053884,Tuoni sul Timberland,Guns of the Timberland,1960,2/1/1960,"Adventure, Western",USA,5.6,288,,,,10.0,6.0
79053,tt0164016,Tuono nel deserto,Desert Thunder,1999,7/3/2000,"Action, Drama",USA,3.6,342,,,,12.0,2.0
79059,tt0028063,Turbine bianco,One in a Million,1936,1/1/1937,"Comedy, Music, Romance",USA,6.2,248,,"$2,000,000 ",,18.0,7.0
79075,tt0094606,Turista per caso,The Accidental Tourist,1988,3/23/1989,"Drama, Romance",USA,6.8,14513,,"$32,632,093 ",53.0,104.0,40.0
79078,tt0090217,Turk 182,Turk 182,1985,2/15/1985,"Comedy, Drama",USA,6.0,3582,,"$3,594,997 ",23.0,23.0,5.0
79084,tt1015477,Turn Around,Turn Around,2007,9/14/2007,Drama,USA,6.0,104,,,,3.0,
79086,tt0024704,Turn Back the Clock,Turn Back the Clock,1933,8/25/1933,"Comedy, Drama",USA,6.7,307,,,,16.0,8.0
79091,tt1476425,Turnabout,Turnabout,2016,2016,"Drama, Mystery, Thriller",USA,7.0,3256,,,,4.0,12.0
79096,tt2717682,Turner Risk,Turner Risk,2019,11/23/2019,"Drama, Thriller",USA,4.9,232,,,,9.0,1.0
79101,tt3466094,Turnover,Turnover,2019,3/8/2019,"Comedy, Drama, Family",USA,6.8,302,,,,89.0,15.0
79106,tt7579446,Tuscaloosa,Tuscaloosa,2019,3/13/2020,Drama,USA,5.1,147,,,,5.0,8.0
79122,tt0090818,Tutta colpa delle poste!,The Check Is in the Mail...,1986,5/2/1986,Comedy,USA,4.9,143,,,,4.0,1.0
79128,tt0027214,Tutta la città ne parla,The Whole Town's Talking,1935,9/5/1935,"Comedy, Crime, Drama",USA,7.3,2281,,,,38.0,18.0
79133,tt0033459,Tutta una vita,Cheers for Miss Bishop,1941,2/21/1941,"Drama, Romance",USA,6.5,628,,,,18.0,8.0
79145,tt0052583,Tutte le ragazze lo sanno,Ask Any Girl,1959,10/1/1959,"Comedy, Romance",USA,6.5,708,,,,12.0,1.0
79147,tt0038537,Tutte le spose sono belle,From This Day Forward,1946,3/2/1946,"Drama, Romance, War",USA,6.5,363,,,,11.0,3.0
79148,tt0821810,Tutte le strade portano a casa,All Roads Lead Home,2008,7/27/2011,"Drama, Family",USA,5.8,715,,"$43,907 ",,11.0,16.0
79150,tt3846674,Tutte le volte che ho scritto ti amo,To All the Boys I've Loved Before,2018,8/17/2018,"Comedy, Drama, Romance",USA,7.1,81850,,,64.0,415.0,83.0
79156,tt0092608,Tutti al mare,Back to the Beach,1987,8/7/1987,"Comedy, Musical",USA,5.9,2685,,"$13,110,903 ",62.0,44.0,24.0
79158,tt0035428,Tutti baciarono la sposa,They All Kissed the Bride,1942,6/11/1942,"Comedy, Romance",USA,6.2,574,,,,19.0,2.0
79159,tt0040464,Tutti conoscono Susanna,If You Knew Susie,1948,2/7/1948,Comedy,USA,6.3,172,,,,8.0,3.0
79160,tt0064820,Tutti contro Harry,The Plot Against Harry,1989,5/16/1990,Comedy,USA,6.8,280,,"$274,182 ",,6.0,13.0
79167,tt0041113,Tutti gli uomini del re,All the King's Men,1949,11/10/1950,"Drama, Film-Noir",USA,7.5,12893,,,,77.0,63.0
79172,tt0060112,Tutti i mercoledì,Any Wednesday,1966,2/24/1967,Comedy,USA,6.0,855,,,,11.0,5.0
79185,tt0037823,Tutti pazzi,It's in the Bag!,1945,4/21/1945,Comedy,USA,6.9,433,,,,25.0,17.0
79188,tt0054613,Tutti pazzi in coperta,All Hands on Deck,1961,3/30/1961,"Comedy, Musical",USA,5.7,232,,,,9.0,3.0
79200,tt0076054,Tutto accadde un venerdì,Freaky Friday,1976,1/21/1977,"Comedy, Family, Fantasy",USA,6.3,11435,,"$25,942,000 ",51.0,67.0,20.0
79203,tt4652650,Tutto ciò che voglio,Please Stand By,2017,1/26/2018,"Comedy, Drama",USA,6.7,10212,,"$9,868 ",49.0,64.0,40.0
79205,tt0037310,Tutto esaurito,Standing Room Only,1944,1/7/1944,"Comedy, Romance, War",USA,6.9,156,,,,9.0,2.0
79206,tt0048190,Tutto finì alle sei,I Died a Thousand Times,1955,11/9/1955,"Crime, Drama, Film-Noir",USA,6.4,873,,,,31.0,21.0
79219,tt3155328,Tutto o Niente,Win It All,2017,4/7/2017,Comedy,USA,6.2,7892,,,77.0,25.0,38.0
79223,tt0043676,Tutto per tutto,Inside Straight,1951,3/2/1951,"Drama, Romance, Western",USA,6.2,160,,,,5.0,6.0
79224,tt0044366,Tutto può accadere,Anything Can Happen,1952,3/6/1953,"Comedy, Romance",USA,6.4,114,,,,5.0,
79225,tt0101545,Tutto può accadere,Career Opportunities,1991,3/29/1991,"Comedy, Romance",USA,5.9,10334,,"$11,336,986 ",41.0,98.0,18.0
79231,tt8145968,Tutto quello che non so di lui,Her Boyfriend's Secret,2018,11/1/2018,Thriller,USA,5.1,223,,,,6.0,3.0
